,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CaseNumber,IUCR,Primary Type,Arrest,Domestic,Beat,District,FBI Code,Year,Crime_Date,Crime_Time,Month,Day,DayOT,Crime_Date_Day,Crime_month,CrimeType,Date,code_Crime_Time,code_Date,code_Primary,Labels
1098132,1098132,1098132,1098132,HY386491,1153,1153,0,0,1921,19,11,2015,2015-06-29,09:00:00,June,Monday,Morning,29,6,group5,29/6,751,260,127,2
1066830,1066830,1066830,1066830,HY266327,1562,1562,1,0,1013,10,17,2015,2015-05-17,00:00:00,May,Sunday,Night,17,5,group4,17/5,0,103,197,2
439818,439818,439818,439818,HW151573,0560,0560,0,1,834,8,08A,2013,2013-02-09,14:00:00,February,Saturday,Afternoon,9,2,group2,9/2,2074,358,73,0
1037519,1037519,1037519,1037519,HY280518,0460,0460,0,0,323,3,08B,2015,2015-05-29,23:00:00,May,Friday,Evening,29,5,group2,29/5,4485,259,39,1
764295,764295,764295,764295,HX193928,1506,1506,1,0,231,2,16,2014,2014-03-21,19:30:00,March,Friday,Evening,21,3,group4,21/3,3763,161,179,1
1205745,1205745,1205745,1205745,HZ119791,0320,0320,0,0,112,1,03,2016,2016-01-18,13:55:00,January,Monday,Afternoon,18,1,group2,18/1,2047,108,20,0
1234649,1234649,1234649,1234649,HZ231178,0860,0860,1,0,623,6,06,2016,2016-04-18,17:30:00,April,Monday,Afternoon,18,4,group1,18/4,3127,114,91,1
674730,674730,674730,674730,HW527263,0460,0460,0,0,1925,19,08B,2013,2013-11-09,03:30:00,November,Saturday,Night,9,11,group2,9/11,277,356,39,2
648052,648052,648052,648052,HW484011,0610,0610,0,0,422,4,05,2013,2013-10-07,21:01:00,October,Monday,Evening,7,10,group1,7/10,4158,331,79,1
633656,633656,633656,633656,HW461107,5004,5004,0,0,612,6,17,2013,2013-09-21,01:30:00,September,Saturday,Night,21,9,group4,21/9,127,167,340,2
587220,587220,587220,587220,HW387716,143A,143A,1,0,623,6,15,2013,2013-07-31,21:05:00,July,Wednesday,Evening,31,7,group2,31/7,4171,292,168,1
1214894,1214894,1214894,1214894,HZ140923,0820,0820,0,0,133,1,06,2016,2016-02-04,23:00:00,February,Thursday,Evening,4,2,group1,4/2,4485,298,84,1
156989,156989,156989,156989,HV220200,2024,2024,1,0,1122,11,18,2012,2012-03-29,11:44:00,March,Thursday,Morning,29,3,group5,29/3,1409,257,251,0
1044054,1044054,1044054,1044054,HY291805,2024,2024,1,0,2521,25,18,2015,2015-06-07,08:17:00,June,Sunday,Morning,7,6,group5,7/6,658,338,251,2
272860,272860,272860,272860,HV410926,1320,1320,0,0,1433,14,14,2012,2012-07-27,18:00:00,July,Friday,Evening,27,7,group1,27/7,3287,237,152,1
1447804,1447804,1447804,1447804,JA113100,0910,0910,0,0,234,2,07,2016,2016-12-10,12:00:00,December,Saturday,Afternoon,10,12,group1,10/12,1493,15,97,0
490386,490386,490386,490386,HW233339,1310,1310,0,0,432,4,14,2013,2013-04-15,00:10:00,April,Monday,Night,15,4,group1,15/4,16,78,151,2
774286,774286,774286,774286,HX210554,1330,1330,1,0,2223,22,26,2014,2014-04-04,11:25:00,April,Friday,Morning,4,4,group1,4/4,1305,300,153,2
431489,431489,431489,431489,HW138088,0890,0890,0,0,1231,12,06,2013,2013-01-22,18:00:00,January,Tuesday,Evening,22,1,group1,22/1,3287,168,95,1
703365,703365,703365,703365,HW575763,0610,0610,0,0,612,6,05,2013,2013-12-13,15:30:00,December,Friday,Afternoon,13,12,group1,13/12,2519,51,79,0
347340,347340,347340,347340,HV528813,031A,031A,1,0,722,7,03,2012,2012-10-21,20:35:00,October,Sunday,Evening,21,10,group2,21/10,4062,157,18,1
1168182,1168182,1168182,1168182,HY509483,0920,0920,0,0,2232,22,07,2015,2015-11-21,00:15:00,November,Saturday,Night,21,11,group1,21/11,24,158,101,2
457883,457883,457883,457883,HW181513,0560,0560,0,0,111,1,08A,2013,2013-03-06,16:00:00,March,Wednesday,Afternoon,6,3,group2,6/3,2672,323,73,0
392994,392994,392994,392994,HV600632,0850,0850,0,0,1424,14,06,2012,2012-12-13,11:03:00,December,Thursday,Morning,13,12,group1,13/12,1180,51,90,2
789462,789462,789462,789462,HX236006,0460,0460,0,0,632,6,08B,2014,2014-04-24,16:00:00,April,Thursday,Afternoon,24,4,group2,24/4,2672,198,39,0
620606,620606,620606,620606,HW440185,1320,1320,0,0,2512,25,14,2013,2013-09-04,20:00:00,September,Wednesday,Evening,4,9,group1,4/9,3915,305,152,1
1168226,1168226,1168226,1168226,HY509563,0560,0560,0,0,814,8,08A,2015,2015-11-21,01:29:00,November,Saturday,Night,21,11,group2,21/11,126,158,73,2
75046,75046,75046,75046,HY189128,0610,0610,0,0,1112,11,05,2015,2015-03-18,06:00:00,March,Wednesday,Morning,18,3,group1,18/3,448,113,79,2
517807,517807,517807,517807,HW276955,0560,0560,0,1,831,8,08A,2013,2013-05-16,12:15:00,May,Thursday,Afternoon,16,5,group2,16/5,1560,91,73,0
1229917,1229917,1229917,1229917,HZ167246,0810,0810,0,0,1834,18,06,2016,2016-02-27,15:30:00,February,Saturday,Afternoon,27,2,group1,27/2,2519,232,83,0
532967,532967,532967,532967,HW300934,0860,0860,0,0,2221,22,06,2013,2013-06-02,09:30:00,June,Sunday,Morning,2,6,group1,2/6,823,140,91,2
1187707,1187707,1187707,1187707,HY544312,0880,0880,0,0,1915,19,06,2015,2015-12-20,16:15:00,December,Sunday,Afternoon,20,12,group1,20/12,2748,147,94,0
1114494,1114494,1114494,1114494,HY414349,0820,0820,0,0,934,9,06,2015,2015-09-07,17:00:00,September,Monday,Afternoon,7,9,group1,7/9,2982,341,84,0
132735,132735,132735,132735,HV191562,0890,0890,0,0,123,1,06,2012,2012-03-10,13:00:00,March,Saturday,Afternoon,10,3,group1,10/3,1789,17,95,0
1108757,1108757,1108757,1108757,HY404420,0560,0560,0,0,332,3,08A,2015,2015-08-30,23:00:00,August,Sunday,Evening,30,8,group2,30/8,4485,285,73,1
933643,933643,933643,933643,HX477606,0860,0860,0,0,714,7,06,2014,2014-10-22,12:40:00,October,Wednesday,Afternoon,22,10,group1,22/10,1689,169,91,0
608514,608514,608514,608514,HW421022,0820,0820,1,1,1023,10,06,2013,2013-08-23,22:00:00,August,Friday,Evening,23,8,group1,23/8,4341,190,84,1
566956,566956,566956,566956,HW355553,1811,1811,1,0,1235,12,18,2013,2013-07-09,22:30:00,July,Tuesday,Evening,9,7,group5,9/7,4419,363,229,1
298025,298025,298025,298025,HV451315,0860,0860,0,0,414,4,06,2012,2012-08-28,19:55:00,August,Tuesday,Evening,28,8,group1,28/8,3894,250,91,1
915109,915109,915109,915109,HX446007,2027,2027,1,0,513,5,18,2014,2014-09-27,19:30:00,September,Saturday,Evening,27,9,group5,27/9,3763,239,254,1
70889,70889,70889,70889,HY181902,2024,2024,1,0,931,9,18,2015,2015-03-12,17:27:00,March,Thursday,Afternoon,12,3,group5,12/3,3113,41,251,1
163682,163682,163682,163682,HV240821,1811,1811,1,0,513,5,18,2012,2012-04-13,19:39:00,April,Friday,Evening,13,4,group5,13/4,3808,54,229,1
786529,786529,786529,786529,HX231195,1320,1320,0,0,121,1,14,2014,2014-04-20,16:00:00,April,Sunday,Afternoon,20,4,group1,20/4,2672,150,152,0
439260,439260,439260,439260,HW150959,1360,1360,1,0,1533,15,26,2013,2013-02-10,00:04:00,February,Sunday,Night,10,2,group1,10/2,7,16,158,2
308784,308784,308784,308784,HV468283,2024,2024,1,0,823,8,18,2012,2012-09-09,13:15:00,September,Sunday,Afternoon,9,9,group5,9/9,1872,365,251,0
1036562,1036562,1036562,1036562,HY278952,502T,502T,1,0,2212,22,26,2015,2015-05-28,19:54:00,May,Thursday,Evening,28,5,group3,28/5,3891,247,352,1
138927,138927,138927,138927,HV201648,1320,1320,0,0,922,9,14,2012,2012-03-17,10:30:00,March,Saturday,Morning,17,3,group1,17/3,1017,101,152,2
142377,142377,142377,142377,HV207299,1330,1330,1,0,225,2,26,2012,2012-03-21,01:03:00,March,Wednesday,Night,21,3,group1,21/3,97,161,153,2
105125,105125,105125,105125,HV146496,2820,2820,0,0,811,8,26,2012,2012-02-05,09:53:00,February,Sunday,Morning,5,2,group3,5/2,881,310,283,2
9780,9780,9780,9780,HZ242444,1153,1153,0,0,1233,12,11,2016,2016-04-26,20:41:00,April,Tuesday,Evening,26,4,group5,26/4,4088,222,127,1
1435141,1435141,1435141,1435141,HZ557787,1320,1320,0,0,133,1,14,2016,2016-12-19,19:00:00,December,Monday,Evening,19,12,group1,19/12,3616,123,152,1
1351993,1351993,1351993,1351993,HZ414120,0820,0820,0,0,2515,25,06,2016,2016-08-30,21:15:00,August,Tuesday,Evening,30,8,group1,30/8,4201,285,84,1
911540,911540,911540,911540,HX439844,0820,0820,0,0,2532,25,06,2014,2014-08-26,03:00:00,August,Tuesday,Night,26,8,group1,26/8,240,226,84,2
854855,854855,854855,854855,HX345682,0610,0610,0,0,2213,22,05,2014,2014-07-14,17:00:00,July,Monday,Afternoon,14,7,group1,14/7,2982,69,79,0
1065368,1065368,1065368,1065368,HY329476,0610,0610,0,0,1434,14,05,2015,2015-07-05,22:00:00,July,Sunday,Evening,5,7,group1,5/7,4341,315,79,1
42206,42206,42206,42206,HY126548,1310,1310,0,0,715,7,14,2015,2015-01-24,00:50:00,January,Saturday,Night,24,1,group1,24/1,80,192,151,2
103458,103458,103458,103458,HV144412,4510,4510,1,0,2532,25,26,2012,2012-02-03,19:08:00,February,Friday,Evening,3,2,group3,3/2,3659,268,327,1
69712,69712,69712,69712,HY179830,1330,1330,1,0,113,1,26,2015,2015-03-11,09:00:00,March,Wednesday,Morning,11,3,group1,11/3,751,29,153,2
654729,654729,654729,654729,HW494761,0890,0890,0,0,833,8,06,2013,2013-10-16,08:43:00,October,Wednesday,Morning,16,10,group1,16/10,712,85,95,2
114290,114290,114290,114290,HV161701,1020,1020,0,0,2521,25,09,2012,2012-02-17,11:10:00,February,Friday,Morning,17,2,group1,17/2,1224,100,110,2
836113,836113,836113,836113,HX314833,2826,2826,0,1,1421,14,26,2014,2014-06-22,13:00:00,June,Sunday,Afternoon,22,6,group3,22/6,1789,176,285,0
788556,788556,788556,788556,HX234571,1310,1310,0,0,1623,16,14,2014,2014-04-23,12:30:00,April,Wednesday,Afternoon,23,4,group1,23/4,1635,186,151,0
325882,325882,325882,325882,HV494654,0820,0820,0,0,2531,25,06,2012,2012-09-26,22:00:00,September,Wednesday,Evening,26,9,group1,26/9,4341,227,84,1
499708,499708,499708,499708,HW248151,1310,1310,0,0,1433,14,14,2013,2013-04-26,04:00:00,April,Friday,Night,26,4,group1,26/4,308,222,151,2
1016756,1016756,1016756,1016756,HY244522,1153,1153,0,0,111,1,11,2015,2015-04-28,07:00:00,April,Tuesday,Morning,28,4,group5,28/4,528,246,127,2
566166,566166,566166,566166,HW354220,0620,0620,0,0,1235,12,05,2013,2013-07-08,14:00:00,July,Monday,Afternoon,8,7,group1,8/7,2074,351,80,0
1248490,1248490,1248490,1248490,HZ197128,0890,0890,0,0,1834,18,06,2016,2016-03-22,12:30:00,March,Tuesday,Afternoon,22,3,group1,22/3,1635,173,95,0
278865,278865,278865,278865,HV421537,1150,1150,0,0,322,3,11,2012,2012-08-06,00:01:00,August,Monday,Night,6,8,group5,6/8,2,328,124,2
15232,15232,15232,15232,HZ274401,0460,0460,1,0,824,8,08B,2016,2016-05-22,01:52:00,May,Sunday,Night,22,5,group2,22/5,156,175,39,2
1150608,1150608,1150608,1150608,HY477937,1811,1811,1,0,621,6,18,2015,2015-10-26,23:20:00,October,Monday,Evening,26,10,group5,26/10,4530,217,229,1
484409,484409,484409,484409,HW223893,0560,0560,1,0,722,7,08A,2013,2013-04-08,05:56:00,April,Monday,Night,8,4,group2,8/4,442,348,73,2
843657,843657,843657,843657,HX327197,0620,0620,0,0,1924,19,05,2014,2014-07-01,12:45:00,July,Tuesday,Afternoon,1,7,group1,1/7,1718,9,80,0
1450571,1450571,1450571,1450571,JA111203,0560,0560,0,1,331,3,08A,2017,2017-01-10,20:30:00,January,Tuesday,Evening,10,1,group2,10/1,4045,12,73,1
1271468,1271468,1271468,1271468,HZ237641,1310,1310,0,0,1824,18,14,2016,2016-04-23,20:55:00,April,Saturday,Evening,23,4,group1,23/4,4142,186,151,1
1258016,1258016,1258016,1258016,HZ215592,5002,5002,0,0,414,4,26,2016,2016-03-29,14:30:00,March,Tuesday,Afternoon,29,3,group3,29/3,2226,257,338,0
156450,156450,156450,156450,HV229368,1320,1320,0,0,835,8,14,2012,2012-04-04,20:00:00,April,Wednesday,Evening,4,4,group1,4/4,3915,300,152,1
202234,202234,202234,202234,HV301956,0820,0820,0,0,2011,20,06,2012,2012-05-23,18:30:00,May,Wednesday,Evening,23,5,group1,23/5,3450,187,84,1
309073,309073,309073,309073,HV468612,0860,0860,1,0,431,4,06,2012,2012-09-09,17:30:00,September,Sunday,Afternoon,9,9,group1,9/9,3127,365,91,1
1414624,1414624,1414624,1414624,HZ521356,0930,0930,0,0,322,3,07,2016,2016-11-18,08:30:00,November,Friday,Morning,18,11,group1,18/11,682,110,105,2
1222628,1222628,1222628,1222628,HZ156376,1750,1750,0,1,2223,22,20,2016,2016-02-17,20:45:00,February,Wednesday,Evening,17,2,group2,17/2,4099,100,219,1
1302560,1302560,1302560,1302560,HZ329229,143A,143A,1,0,622,6,15,2016,2016-06-30,00:01:00,June,Thursday,Night,30,6,group2,30/6,2,283,168,2
186915,186915,186915,186915,HV277522,0460,0460,0,0,1324,12,08B,2012,2012-05-08,06:46:00,May,Tuesday,Morning,8,5,group2,8/5,512,349,39,2
1311652,1311652,1311652,1311652,HZ390451,0810,0810,0,0,1831,18,06,2016,2016-08-13,13:30:00,August,Saturday,Afternoon,13,8,group1,13/8,1931,58,83,0
1058269,1058269,1058269,1058269,HY316955,0820,0820,0,0,2211,22,06,2015,2015-06-24,17:00:00,June,Wednesday,Afternoon,24,6,group1,24/6,2982,200,84,0
799050,799050,799050,799050,HX252133,1150,1150,0,0,1123,11,11,2014,2014-04-01,12:00:00,April,Tuesday,Afternoon,1,4,group5,1/4,1493,6,124,0
948452,948452,948452,948452,HX503144,0810,0810,0,0,824,8,06,2014,2014-11-10,16:00:00,November,Monday,Afternoon,10,11,group1,10/11,2672,14,83,0
1027573,1027573,1027573,1027573,HY263325,0460,0460,0,0,723,7,08B,2015,2015-05-16,20:50:00,May,Saturday,Evening,16,5,group2,16/5,4124,91,39,1
501727,501727,501727,501727,HW251506,0820,0820,0,0,1011,10,06,2013,2013-04-28,13:00:00,April,Sunday,Afternoon,28,4,group1,28/4,1789,246,84,0
500021,500021,500021,500021,HW248710,0610,0610,0,0,1012,10,05,2013,2013-04-26,11:00:00,April,Friday,Morning,26,4,group1,26/4,1157,222,79,2
200569,200569,200569,200569,HV299154,0820,0820,0,1,312,3,06,2012,2012-05-23,09:00:00,May,Wednesday,Morning,23,5,group1,23/5,751,187,84,2
386710,386710,386710,386710,HV590705,1821,1821,1,0,1533,15,18,2012,2012-12-05,20:35:00,December,Wednesday,Evening,5,12,group5,5/12,4062,309,231,1
688345,688345,688345,688345,HW549863,0860,0860,1,0,223,2,06,2013,2013-11-27,10:00:00,November,Wednesday,Morning,27,11,group1,27/11,906,230,91,2
1180021,1180021,1180021,1180021,HY530664,0820,0820,0,0,1651,16,06,2015,2015-11-30,16:55:00,November,Monday,Afternoon,30,11,group1,30/11,2957,278,84,0
193801,193801,193801,193801,HV287551,0486,0486,0,1,313,3,08B,2012,2012-05-15,13:40:00,May,Tuesday,Afternoon,15,5,group2,15/5,1971,79,51,0
581183,581183,581183,581183,HW378079,0560,0560,0,1,1511,15,08A,2013,2013-07-24,15:00:00,July,Wednesday,Afternoon,24,7,group2,24/7,2373,201,73,0
648254,648254,648254,648254,HW483184,0880,0880,0,0,1533,15,06,2013,2013-10-07,00:01:00,October,Monday,Night,7,10,group1,7/10,2,331,94,2
932669,932669,932669,932669,HX476209,1562,1562,1,0,921,9,17,2014,2014-05-01,12:00:00,May,Thursday,Afternoon,1,5,group4,1/5,1493,7,197,0
1205312,1205312,1205312,1205312,HZ119861,1320,1320,0,0,2413,24,14,2016,2016-01-18,11:00:00,January,Monday,Morning,18,1,group1,18/1,1157,108,152,2
1276005,1276005,1276005,1276005,HZ245685,0560,0560,0,1,421,4,08A,2016,2016-04-30,07:50:00,April,Saturday,Morning,30,4,group2,30/4,607,281,73,2
158012,158012,158012,158012,HV231982,1310,1310,0,0,422,4,14,2012,2012-04-07,12:30:00,April,Saturday,Afternoon,7,4,group1,7/4,1635,336,151,0
1100023,1100023,1100023,1100023,HZ221973,0486,0486,0,1,1121,11,08B,2016,2016-04-10,23:00:00,April,Sunday,Evening,10,4,group2,10/4,4485,18,51,1
877884,877884,877884,877884,HX383737,2023,2023,1,0,2514,25,18,2014,2014-08-11,19:40:00,August,Monday,Evening,11,8,group5,11/8,3814,34,250,1
5535,5535,5535,5535,HZ259318,0890,0890,0,0,1614,16,06,2016,2016-05-10,07:30:00,May,Tuesday,Morning,10,5,group1,10/5,569,19,95,2
776673,776673,776673,776673,HX214469,0820,0820,0,0,1024,10,06,2014,2014-04-07,14:00:00,April,Monday,Afternoon,7,4,group1,7/4,2074,336,84,0
1414626,1414626,1414626,1414626,HZ521398,1320,1320,0,0,1621,16,14,2016,2016-11-18,18:00:00,November,Friday,Evening,18,11,group1,18/11,3287,110,152,1
1184861,1184861,1184861,1184861,HY537287,0460,0460,0,0,731,7,08B,2015,2015-12-14,18:45:00,December,Monday,Evening,14,12,group2,14/12,3532,63,39,1
659571,659571,659571,659571,HW502805,0560,0560,0,0,726,7,08A,2013,2013-10-22,02:00:00,October,Tuesday,Night,22,10,group2,22/10,166,169,73,2
1371715,1371715,1371715,1371715,HZ451927,1154,1154,0,0,421,4,11,2016,2016-09-23,12:00:00,September,Friday,Afternoon,23,9,group5,23/9,1493,191,128,0
459057,459057,459057,459057,HW183377,5002,5002,0,0,1524,15,26,2013,2013-02-26,12:00:00,February,Tuesday,Afternoon,26,2,group3,26/2,1493,220,338,0
986087,986087,986087,986087,HY191423,0486,0486,0,1,835,8,08B,2015,2015-03-20,04:45:00,March,Friday,Night,20,3,group2,20/3,360,149,51,2
762638,762638,762638,762638,HX190860,0910,0910,0,0,914,9,07,2014,2014-03-19,01:45:00,March,Wednesday,Night,19,3,group1,19/3,147,125,97,2
1030879,1030879,1030879,1030879,HY269087,0630,0630,0,0,813,8,05,2015,2015-05-21,08:30:00,May,Thursday,Morning,21,5,group1,21/5,682,163,81,2
263455,263455,263455,263455,HV397689,1365,1365,0,1,614,6,26,2012,2012-07-24,08:15:00,July,Tuesday,Morning,24,7,group1,24/7,653,201,159,2
1271896,1271896,1271896,1271896,HZ238260,0560,0560,0,0,2012,20,08A,2016,2016-04-24,12:45:00,April,Sunday,Afternoon,24,4,group2,24/4,1718,198,73,0
1315435,1315435,1315435,1315435,HZ350895,0486,0486,0,1,1211,12,08B,2016,2016-07-15,23:15:00,July,Friday,Evening,15,7,group2,15/7,4516,81,51,1
777197,777197,777197,777197,HX215377,0620,0620,0,0,414,4,05,2014,2014-04-03,18:00:00,April,Thursday,Evening,3,4,group1,3/4,3287,270,80,1
753400,753400,753400,753400,HX161449,0890,0890,0,0,1224,12,06,2014,2014-02-22,00:01:00,February,Saturday,Night,22,2,group1,22/2,2,172,95,2
314584,314584,314584,314584,HV477008,1320,1320,0,0,1824,18,14,2012,2012-09-14,14:30:00,September,Friday,Afternoon,14,9,group1,14/9,2226,71,152,0
